角色名,外文名,性别,立绘编号,文件名,文件链接,logo,出处,星级,内部编号,职业,分支,势力,出身地
渡桥,Mitm,男性,1,立绘_渡桥_1.png,https://media.prts.wiki/7/74/%E7%AB%8B%E7%BB%98_%E6%B8%A1%E6%A1%A5_1.png,罗德岛,方舟干员,5,R184,先锋,战术家,罗德岛,卡兹戴尔
渡桥,Mitm,男性,2,立绘_渡桥_2.png,https://media.prts.wiki/e/e9/%E7%AB%8B%E7%BB%98_%E6%B8%A1%E6%A1%A5_2.png,罗德岛,方舟干员,5,R184,先锋,战术家,罗德岛,卡兹戴尔
渡桥,Mitm,男性,skin1,立绘_渡桥_skin1.png,https://media.prts.wiki/0/09/%E7%AB%8B%E7%BB%98_%E6%B8%A1%E6%A1%A5_skin1.png,罗德岛,方舟干员,5,R184,先锋,战术家,罗德岛,卡兹戴尔
温米,Warmy,女性,1,立绘_温米_1.png,https://media.prts.wiki/1/15/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E7%B1%B3_1.png,雷姆必拓,方舟干员,5,RB14,术师,本源术师,雷姆必拓,雷姆必拓
温米,Warmy,女性,2,立绘_温米_2.png,https://media.prts.wiki/2/20/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E7%B1%B3_2.png,雷姆必拓,方舟干员,5,RB14,术师,本源术师,雷姆必拓,雷姆必拓
温米,Warmy,女性,skin1,立绘_温米_skin1.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E7%B1%B3_skin1.png,雷姆必拓,方舟干员,5,RB14,术师,本源术师,雷姆必拓,雷姆必拓
温蒂,Weedy,女性,1,立绘_温蒂_1.png,https://media.prts.wiki/2/26/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E8%92%82_1.png,罗德岛,方舟干员,6,R117,特种,推击手,罗德岛,伊比利亚
温蒂,Weedy,女性,2,立绘_温蒂_2.png,https://media.prts.wiki/c/c2/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E8%92%82_2.png,罗德岛,方舟干员,6,R117,特种,推击手,罗德岛,伊比利亚
温蒂,Weedy,女性,skin1,立绘_温蒂_skin1.png,https://media.prts.wiki/a/a5/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E8%92%82_skin1.png,罗德岛,方舟干员,6,R117,特种,推击手,罗德岛,伊比利亚
温蒂,Weedy,女性,skin2,立绘_温蒂_skin2.png,https://media.prts.wiki/9/97/%E7%AB%8B%E7%BB%98_%E6%B8%A9%E8%92%82_skin2.png,罗德岛,方舟干员,6,R117,特种,推击手,罗德岛,伊比利亚
溯光星源,Astgenne the Lightchaser,女性,1,立绘_溯光星源_1.png,https://media.prts.wiki/a/a0/%E7%AB%8B%E7%BB%98_%E6%BA%AF%E5%85%89%E6%98%9F%E6%BA%90_1.png,莱茵生命,方舟干员,6,RL12,辅助,凝滞师,莱茵生命,哥伦比亚
溯光星源,Astgenne the Lightchaser,女性,2,立绘_溯光星源_2.png,https://media.prts.wiki/f/f9/%E7%AB%8B%E7%BB%98_%E6%BA%AF%E5%85%89%E6%98%9F%E6%BA%90_2.png,莱茵生命,方舟干员,6,RL12,辅助,凝滞师,莱茵生命,哥伦比亚
澄闪,Goldenglow,女性,1,立绘_澄闪_1.png,https://media.prts.wiki/4/46/%E7%AB%8B%E7%BB%98_%E6%BE%84%E9%97%AA_1.png,维多利亚,方舟干员,6,VC09,术师,驭械术师,维多利亚,维多利亚
澄闪,Goldenglow,女性,2,立绘_澄闪_2.png,https://media.prts.wiki/d/d0/%E7%AB%8B%E7%BB%98_%E6%BE%84%E9%97%AA_2.png,维多利亚,方舟干员,6,VC09,术师,驭械术师,维多利亚,维多利亚
澄闪,Goldenglow,女性,skin1,立绘_澄闪_skin1.png,https://media.prts.wiki/e/ea/%E7%AB%8B%E7%BB%98_%E6%BE%84%E9%97%AA_skin1.png,维多利亚,方舟干员,6,VC09,术师,驭械术师,维多利亚,维多利亚
澄闪,Goldenglow,女性,skin2,立绘_澄闪_skin2.png,https://media.prts.wiki/b/b6/%E7%AB%8B%E7%BB%98_%E6%BE%84%E9%97%AA_skin2.png,维多利亚,方舟干员,6,VC09,术师,驭械术师,维多利亚,维多利亚
澄闪,Goldenglow,女性,skin3,立绘_澄闪_skin3.png,https://media.prts.wiki/d/d1/%E7%AB%8B%E7%BB%98_%E6%BE%84%E9%97%AA_skin3.png,维多利亚,方舟干员,6,VC09,术师,驭械术师,维多利亚,维多利亚
濯尘芙蓉,Hibiscus the Purifier,女性,1,立绘_濯尘芙蓉_1.png,https://media.prts.wiki/d/dc/%E7%AB%8B%E7%BB%98_%E6%BF%AF%E5%B0%98%E8%8A%99%E8%93%89_1.png,罗德岛,方舟干员,5,RF03,医疗,咒愈师,罗德岛,维多利亚
濯尘芙蓉,Hibiscus the Purifier,女性,2,立绘_濯尘芙蓉_2.png,https://media.prts.wiki/d/d2/%E7%AB%8B%E7%BB%98_%E6%BF%AF%E5%B0%98%E8%8A%99%E8%93%89_2.png,罗德岛,方舟干员,5,RF03,医疗,咒愈师,罗德岛,维多利亚
濯尘芙蓉,Hibiscus the Purifier,女性,skin1,立绘_濯尘芙蓉_skin1.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E6%BF%AF%E5%B0%98%E8%8A%99%E8%93%89_skin1.png,罗德岛,方舟干员,5,RF03,医疗,咒愈师,罗德岛,维多利亚
火哨,Firewhistle,女性,1,立绘_火哨_1.png,https://media.prts.wiki/7/78/%E7%AB%8B%E7%BB%98_%E7%81%AB%E5%93%A8_1.png,雷姆必拓,方舟干员,5,RB09,重装,要塞,雷姆必拓,雷姆必拓
火哨,Firewhistle,女性,2,立绘_火哨_2.png,https://media.prts.wiki/b/b3/%E7%AB%8B%E7%BB%98_%E7%81%AB%E5%93%A8_2.png,雷姆必拓,方舟干员,5,RB09,重装,要塞,雷姆必拓,雷姆必拓
火神,Vulcan,女性,1,立绘_火神_1.png,https://media.prts.wiki/9/92/%E7%AB%8B%E7%BB%98_%E7%81%AB%E7%A5%9E_1.png,米诺斯,方舟干员,5,MN02,重装,不屈者,米诺斯,米诺斯
火神,Vulcan,女性,2,立绘_火神_2.png,https://media.prts.wiki/0/03/%E7%AB%8B%E7%BB%98_%E7%81%AB%E7%A5%9E_2.png,米诺斯,方舟干员,5,MN02,重装,不屈者,米诺斯,米诺斯
火神,Vulcan,女性,skin1,立绘_火神_skin1.png,https://media.prts.wiki/5/5b/%E7%AB%8B%E7%BB%98_%E7%81%AB%E7%A5%9E_skin1.png,米诺斯,方舟干员,5,MN02,重装,不屈者,米诺斯,米诺斯
火龙S黑角,Rathalos S Noir Corne,男性,1,立绘_火龙S黑角_1.png,https://media.prts.wiki/d/d2/%E7%AB%8B%E7%BB%98_%E7%81%AB%E9%BE%99S%E9%BB%91%E8%A7%92_1.png,行动组A4,方舟干员,5,MH03,近卫,武者,行动组A4,东国
火龙S黑角,Rathalos S Noir Corne,男性,2,立绘_火龙S黑角_2.png,https://media.prts.wiki/2/2b/%E7%AB%8B%E7%BB%98_%E7%81%AB%E9%BE%99S%E9%BB%91%E8%A7%92_2.png,行动组A4,方舟干员,5,MH03,近卫,武者,行动组A4,东国
灰喉,GreyThroat,女性,1,立绘_灰喉_1.png,https://media.prts.wiki/2/23/%E7%AB%8B%E7%BB%98_%E7%81%B0%E5%96%89_1.png,罗德岛,方舟干员,5,R110,狙击,速射手,罗德岛,未公开
灰喉,GreyThroat,女性,2,立绘_灰喉_2.png,https://media.prts.wiki/6/66/%E7%AB%8B%E7%BB%98_%E7%81%B0%E5%96%89_2.png,罗德岛,方舟干员,5,R110,狙击,速射手,罗德岛,未公开
灰喉,GreyThroat,女性,skin1,立绘_灰喉_skin1.png,https://media.prts.wiki/4/41/%E7%AB%8B%E7%BB%98_%E7%81%B0%E5%96%89_skin1.png,罗德岛,方舟干员,5,R110,狙击,速射手,罗德岛,未公开
灰毫,Ashlock,女性,1,立绘_灰毫_1.png,https://media.prts.wiki/e/ea/%E7%AB%8B%E7%BB%98_%E7%81%B0%E6%AF%AB_1.png,红松骑士团,方舟干员,5,KZ12,重装,要塞,红松骑士团,卡西米尔
灰毫,Ashlock,女性,2,立绘_灰毫_2.png,https://media.prts.wiki/3/37/%E7%AB%8B%E7%BB%98_%E7%81%B0%E6%AF%AB_2.png,红松骑士团,方舟干员,5,KZ12,重装,要塞,红松骑士团,卡西米尔
灰毫,Ashlock,女性,skin1,立绘_灰毫_skin1.png,https://media.prts.wiki/d/dc/%E7%AB%8B%E7%BB%98_%E7%81%B0%E6%AF%AB_skin1.png,红松骑士团,方舟干员,5,KZ12,重装,要塞,红松骑士团,卡西米尔
灰烬,Ash,女性,1,立绘_灰烬_1.png,https://media.prts.wiki/3/37/%E7%AB%8B%E7%BB%98_%E7%81%B0%E7%83%AC_1.png,彩虹小队,方舟干员,6,RS01,狙击,速射手,彩虹小队,未知
灰烬,Ash,女性,2,立绘_灰烬_2.png,https://media.prts.wiki/2/28/%E7%AB%8B%E7%BB%98_%E7%81%B0%E7%83%AC_2.png,彩虹小队,方舟干员,6,RS01,狙击,速射手,彩虹小队,未知
灰烬,Ash,女性,skin1,立绘_灰烬_skin1.png,https://media.prts.wiki/2/22/%E7%AB%8B%E7%BB%98_%E7%81%B0%E7%83%AC_skin1.png,彩虹小队,方舟干员,6,RS01,狙击,速射手,彩虹小队,未知
灵知,Gnosis,男性,1,立绘_灵知_1.png,https://media.prts.wiki/4/4b/%E7%AB%8B%E7%BB%98_%E7%81%B5%E7%9F%A5_1.png,喀兰贸易,方舟干员,6,JC02,辅助,削弱者,喀兰贸易,谢拉格
灵知,Gnosis,男性,2,立绘_灵知_2.png,https://media.prts.wiki/0/09/%E7%AB%8B%E7%BB%98_%E7%81%B5%E7%9F%A5_2.png,喀兰贸易,方舟干员,6,JC02,辅助,削弱者,喀兰贸易,谢拉格
灵知,Gnosis,男性,skin1,立绘_灵知_skin1.png,https://media.prts.wiki/9/9c/%E7%AB%8B%E7%BB%98_%E7%81%B5%E7%9F%A5_skin1.png,喀兰贸易,方舟干员,6,JC02,辅助,削弱者,喀兰贸易,谢拉格
炎客,Flamebringer,男性,1,立绘_炎客_1.png,https://media.prts.wiki/6/64/%E7%AB%8B%E7%BB%98_%E7%82%8E%E5%AE%A2_1.png,罗德岛,方舟干员,5,R137,近卫,无畏者,罗德岛,卡兹戴尔
炎客,Flamebringer,男性,2,立绘_炎客_2.png,https://media.prts.wiki/2/22/%E7%AB%8B%E7%BB%98_%E7%82%8E%E5%AE%A2_2.png,罗德岛,方舟干员,5,R137,近卫,无畏者,罗德岛,卡兹戴尔
炎客,Flamebringer,男性,skin1,立绘_炎客_skin1.png,https://media.prts.wiki/b/bc/%E7%AB%8B%E7%BB%98_%E7%82%8E%E5%AE%A2_skin1.png,罗德岛,方舟干员,5,R137,近卫,无畏者,罗德岛,卡兹戴尔
炎客,Flamebringer,男性,skin2,立绘_炎客_skin2.png,https://media.prts.wiki/3/33/%E7%AB%8B%E7%BB%98_%E7%82%8E%E5%AE%A2_skin2.png,罗德岛,方舟干员,5,R137,近卫,无畏者,罗德岛,卡兹戴尔
炎熔,Lava,女性,1,立绘_炎熔_1.png,https://media.prts.wiki/8/80/%E7%AB%8B%E7%BB%98_%E7%82%8E%E7%86%94_1.png,行动预备组A1,方舟干员,3,PA15,术师,扩散术师,行动预备组A1,维多利亚
炎熔,Lava,女性,skin1,立绘_炎熔_skin1.png,https://media.prts.wiki/c/cb/%E7%AB%8B%E7%BB%98_%E7%82%8E%E7%86%94_skin1.png,行动预备组A1,方舟干员,3,PA15,术师,扩散术师,行动预备组A1,维多利亚
炎狱炎熔,Lava the Purgatory,女性,1,立绘_炎狱炎熔_1.png,https://media.prts.wiki/7/79/%E7%AB%8B%E7%BB%98_%E7%82%8E%E7%8B%B1%E7%82%8E%E7%86%94_1.png,罗德岛,方舟干员,5,RF01,术师,扩散术师,罗德岛,维多利亚
炎狱炎熔,Lava the Purgatory,女性,2,立绘_炎狱炎熔_2.png,https://media.prts.wiki/d/dd/%E7%AB%8B%E7%BB%98_%E7%82%8E%E7%8B%B1%E7%82%8E%E7%86%94_2.png,罗德岛,方舟干员,5,RF01,术师,扩散术师,罗德岛,维多利亚
炎狱炎熔,Lava the Purgatory,女性,skin1,立绘_炎狱炎熔_skin1.png,https://media.prts.wiki/0/04/%E7%AB%8B%E7%BB%98_%E7%82%8E%E7%8B%B1%E7%82%8E%E7%86%94_skin1.png,罗德岛,方舟干员,5,RF01,术师,扩散术师,罗德岛,维多利亚
炎狱炎熔,Lava the Purgatory,女性,skin2,立绘_炎狱炎熔_skin2.png,https://media.prts.wiki/4/43/%E7%AB%8B%E7%BB%98_%E7%82%8E%E7%8B%B1%E7%82%8E%E7%86%94_skin2.png,罗德岛,方舟干员,5,RF01,术师,扩散术师,罗德岛,维多利亚
烈夏,Лето,女性,1,立绘_烈夏_1.png,https://media.prts.wiki/f/fa/%E7%AB%8B%E7%BB%98_%E7%83%88%E5%A4%8F_1.png,乌萨斯学生自治团,方舟干员,5,USS5,近卫,领主,乌萨斯学生自治团,乌萨斯
烈夏,Лето,女性,2,立绘_烈夏_2.png,https://media.prts.wiki/a/a6/%E7%AB%8B%E7%BB%98_%E7%83%88%E5%A4%8F_2.png,乌萨斯学生自治团,方舟干员,5,USS5,近卫,领主,乌萨斯学生自治团,乌萨斯
烛煌,Blaze the Igniting Spark,女性,1,立绘_烛煌_1.png,https://media.prts.wiki/9/96/%E7%AB%8B%E7%BB%98_%E7%83%9B%E7%85%8C_1.png,罗德岛-精英干员,方舟干员,6,REX1,术师,本源术师,罗德岛-精英干员,炎
烛煌,Blaze the Igniting Spark,女性,2,立绘_烛煌_2.png,https://media.prts.wiki/f/fa/%E7%AB%8B%E7%BB%98_%E7%83%9B%E7%85%8C_2.png,罗德岛-精英干员,方舟干员,6,REX1,术师,本源术师,罗德岛-精英干员,炎
烛煌,Blaze the Igniting Spark,女性,skin1,立绘_烛煌_skin1.png,https://media.prts.wiki/7/73/%E7%AB%8B%E7%BB%98_%E7%83%9B%E7%85%8C_skin1.png,罗德岛-精英干员,方舟干员,6,REX1,术师,本源术师,罗德岛-精英干员,炎
焰尾,Flametail,女性,1,立绘_焰尾_1.png,https://media.prts.wiki/3/3b/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%B0%BE_1.png,红松骑士团,方舟干员,6,KZ11,先锋,尖兵,红松骑士团,卡西米尔
焰尾,Flametail,女性,2,立绘_焰尾_2.png,https://media.prts.wiki/7/7c/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%B0%BE_2.png,红松骑士团,方舟干员,6,KZ11,先锋,尖兵,红松骑士团,卡西米尔
焰尾,Flametail,女性,skin1,立绘_焰尾_skin1.png,https://media.prts.wiki/4/42/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%B0%BE_skin1.png,红松骑士团,方舟干员,6,KZ11,先锋,尖兵,红松骑士团,卡西米尔
焰影苇草,Reed The Flame Shadow,女性,1,立绘_焰影苇草_1.png,https://media.prts.wiki/7/7c/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%BD%B1%E8%8B%87%E8%8D%89_1.png,塔拉,方舟干员,6,DB02,医疗,咒愈师,塔拉,维多利亚
焰影苇草,Reed The Flame Shadow,女性,2,立绘_焰影苇草_2.png,https://media.prts.wiki/d/d3/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%BD%B1%E8%8B%87%E8%8D%89_2.png,塔拉,方舟干员,6,DB02,医疗,咒愈师,塔拉,维多利亚
焰影苇草,Reed The Flame Shadow,女性,skin1,立绘_焰影苇草_skin1.png,https://media.prts.wiki/3/36/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%BD%B1%E8%8B%87%E8%8D%89_skin1.png,塔拉,方舟干员,6,DB02,医疗,咒愈师,塔拉,维多利亚
焰影苇草,Reed The Flame Shadow,女性,skin2,立绘_焰影苇草_skin2.png,https://media.prts.wiki/1/1d/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%BD%B1%E8%8B%87%E8%8D%89_skin2.png,塔拉,方舟干员,6,DB02,医疗,咒愈师,塔拉,维多利亚
焰影苇草,Reed The Flame Shadow,女性,skin3,立绘_焰影苇草_skin3.png,https://media.prts.wiki/d/da/%E7%AB%8B%E7%BB%98_%E7%84%B0%E5%BD%B1%E8%8B%87%E8%8D%89_skin3.png,塔拉,方舟干员,6,DB02,医疗,咒愈师,塔拉,维多利亚
煌,Blaze,女性,1,立绘_煌_1.png,https://media.prts.wiki/3/38/%E7%AB%8B%E7%BB%98_%E7%85%8C_1.png,罗德岛-精英干员,方舟干员,6,RE41,近卫,强攻手,罗德岛-精英干员,维多利亚
煌,Blaze,女性,2,立绘_煌_2.png,https://media.prts.wiki/4/40/%E7%AB%8B%E7%BB%98_%E7%85%8C_2.png,罗德岛-精英干员,方舟干员,6,RE41,近卫,强攻手,罗德岛-精英干员,维多利亚
煌,Blaze,女性,skin1,立绘_煌_skin1.png,https://media.prts.wiki/9/97/%E7%AB%8B%E7%BB%98_%E7%85%8C_skin1.png,罗德岛-精英干员,方舟干员,6,RE41,近卫,强攻手,罗德岛-精英干员,维多利亚
煌,Blaze,女性,skin2,立绘_煌_skin2.png,https://media.prts.wiki/e/e6/%E7%AB%8B%E7%BB%98_%E7%85%8C_skin2.png,罗德岛-精英干员,方舟干员,6,RE41,近卫,强攻手,罗德岛-精英干员,维多利亚
熔泉,Toddifons,女性,1,立绘_熔泉_1.png,https://media.prts.wiki/1/14/%E7%AB%8B%E7%BB%98_%E7%86%94%E6%B3%89_1.png,维多利亚,方舟干员,5,VC11,狙击,攻城手,维多利亚,维多利亚
熔泉,Toddifons,女性,2,立绘_熔泉_2.png,https://media.prts.wiki/b/b9/%E7%AB%8B%E7%BB%98_%E7%86%94%E6%B3%89_2.png,维多利亚,方舟干员,5,VC11,狙击,攻城手,维多利亚,维多利亚
燧石,Flint,女性,1,立绘_燧石_1.png,https://media.prts.wiki/2/24/%E7%AB%8B%E7%BB%98_%E7%87%A7%E7%9F%B3_1.png,萨尔贡,方舟干员,5,SG06,近卫,斗士,萨尔贡,萨尔贡
燧石,Flint,女性,2,立绘_燧石_2.png,https://media.prts.wiki/4/49/%E7%AB%8B%E7%BB%98_%E7%87%A7%E7%9F%B3_2.png,萨尔贡,方舟干员,5,SG06,近卫,斗士,萨尔贡,萨尔贡
燧石,Flint,女性,skin1,立绘_燧石_skin1.png,https://media.prts.wiki/d/d7/%E7%AB%8B%E7%BB%98_%E7%87%A7%E7%9F%B3_skin1.png,萨尔贡,方舟干员,5,SG06,近卫,斗士,萨尔贡,萨尔贡
爱丽丝,Iris,女性,1,立绘_爱丽丝_1.png,https://media.prts.wiki/6/62/%E7%AB%8B%E7%BB%98_%E7%88%B1%E4%B8%BD%E4%B8%9D_1.png,维多利亚,方舟干员,5,VC12,术师,秘术师,维多利亚,维多利亚
爱丽丝,Iris,女性,2,立绘_爱丽丝_2.png,https://media.prts.wiki/e/ef/%E7%AB%8B%E7%BB%98_%E7%88%B1%E4%B8%BD%E4%B8%9D_2.png,维多利亚,方舟干员,5,VC12,术师,秘术师,维多利亚,维多利亚
爱丽丝,Iris,女性,skin1,立绘_爱丽丝_skin1.png,https://media.prts.wiki/c/c0/%E7%AB%8B%E7%BB%98_%E7%88%B1%E4%B8%BD%E4%B8%9D_skin1.png,维多利亚,方舟干员,5,VC12,术师,秘术师,维多利亚,维多利亚
特克诺,Tecno,女性,1,立绘_特克诺_1.png,https://media.prts.wiki/5/5e/%E7%AB%8B%E7%BB%98_%E7%89%B9%E5%85%8B%E8%AF%BA_1.png,玻利瓦尔,方舟干员,5,BV23,术师,塑灵术师,玻利瓦尔,玻利瓦尔
特克诺,Tecno,女性,2,立绘_特克诺_2.png,https://media.prts.wiki/5/52/%E7%AB%8B%E7%BB%98_%E7%89%B9%E5%85%8B%E8%AF%BA_2.png,玻利瓦尔,方舟干员,5,BV23,术师,塑灵术师,玻利瓦尔,玻利瓦尔
特米米,Tomimi,女性,1,立绘_特米米_1.png,https://media.prts.wiki/0/0a/%E7%AB%8B%E7%BB%98_%E7%89%B9%E7%B1%B3%E7%B1%B3_1.png,萨尔贡,方舟干员,5,SG05,术师,中坚术师,萨尔贡,萨尔贡
特米米,Tomimi,女性,2,立绘_特米米_2.png,https://media.prts.wiki/a/af/%E7%AB%8B%E7%BB%98_%E7%89%B9%E7%B1%B3%E7%B1%B3_2.png,萨尔贡,方舟干员,5,SG05,术师,中坚术师,萨尔贡,萨尔贡
特米米,Tomimi,女性,skin1,立绘_特米米_skin1.png,https://media.prts.wiki/0/0b/%E7%AB%8B%E7%BB%98_%E7%89%B9%E7%B1%B3%E7%B1%B3_skin1.png,萨尔贡,方舟干员,5,SG05,术师,中坚术师,萨尔贡,萨尔贡
狮蝎,Manticore,女性,1,立绘_狮蝎_1.png,https://media.prts.wiki/9/98/%E7%AB%8B%E7%BB%98_%E7%8B%AE%E8%9D%8E_1.png,萨尔贡,方舟干员,5,SG01,特种,伏击客,萨尔贡,萨尔贡
狮蝎,Manticore,女性,2,立绘_狮蝎_2.png,https://media.prts.wiki/6/61/%E7%AB%8B%E7%BB%98_%E7%8B%AE%E8%9D%8E_2.png,萨尔贡,方舟干员,5,SG01,特种,伏击客,萨尔贡,萨尔贡
狮蝎,Manticore,女性,skin1,立绘_狮蝎_skin1.png,https://media.prts.wiki/1/16/%E7%AB%8B%E7%BB%98_%E7%8B%AE%E8%9D%8E_skin1.png,萨尔贡,方舟干员,5,SG01,特种,伏击客,萨尔贡,萨尔贡
狮蝎,Manticore,女性,skin2,立绘_狮蝎_skin2.png,https://media.prts.wiki/4/4d/%E7%AB%8B%E7%BB%98_%E7%8B%AE%E8%9D%8E_skin2.png,萨尔贡,方舟干员,5,SG01,特种,伏击客,萨尔贡,萨尔贡
猎蜂,Beehunter,女性,1,立绘_猎蜂_1.png,https://media.prts.wiki/f/f8/%E7%AB%8B%E7%BB%98_%E7%8C%8E%E8%9C%82_1.png,乌萨斯,方舟干员,4,US10,近卫,斗士,乌萨斯,乌萨斯
猎蜂,Beehunter,女性,2,立绘_猎蜂_2.png,https://media.prts.wiki/d/de/%E7%AB%8B%E7%BB%98_%E7%8C%8E%E8%9C%82_2.png,乌萨斯,方舟干员,4,US10,近卫,斗士,乌萨斯,乌萨斯
猎蜂,Beehunter,女性,skin1,立绘_猎蜂_skin1.png,https://media.prts.wiki/a/a6/%E7%AB%8B%E7%BB%98_%E7%8C%8E%E8%9C%82_skin1.png,乌萨斯,方舟干员,4,US10,近卫,斗士,乌萨斯,乌萨斯
玛恩纳,Młynar,男性,1,立绘_玛恩纳_1.png,https://media.prts.wiki/6/66/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E6%81%A9%E7%BA%B3_1.png,卡西米尔,方舟干员,6,KZ08,近卫,解放者,卡西米尔,卡西米尔
玛恩纳,Młynar,男性,2,立绘_玛恩纳_2.png,https://media.prts.wiki/f/f0/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E6%81%A9%E7%BA%B3_2.png,卡西米尔,方舟干员,6,KZ08,近卫,解放者,卡西米尔,卡西米尔
玛恩纳,Młynar,男性,skin1,立绘_玛恩纳_skin1.png,https://media.prts.wiki/c/c0/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E6%81%A9%E7%BA%B3_skin1.png,卡西米尔,方舟干员,6,KZ08,近卫,解放者,卡西米尔,卡西米尔
玛恩纳,Młynar,男性,skin2,立绘_玛恩纳_skin2.png,https://media.prts.wiki/a/a2/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E6%81%A9%E7%BA%B3_skin2.png,卡西米尔,方舟干员,6,KZ08,近卫,解放者,卡西米尔,卡西米尔
玛露西尔,Marcille,女性,1,立绘_玛露西尔_1.png,https://media.prts.wiki/c/c0/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E9%9C%B2%E8%A5%BF%E5%B0%94_1.png,罗德岛,方舟干员,6,DD02,术师,扩散术师,莱欧斯小队,北方大陆（自称）
玛露西尔,Marcille,女性,2,立绘_玛露西尔_2.png,https://media.prts.wiki/4/48/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E9%9C%B2%E8%A5%BF%E5%B0%94_2.png,罗德岛,方舟干员,6,DD02,术师,扩散术师,莱欧斯小队,北方大陆（自称）
玛露西尔,Marcille,女性,skin1,立绘_玛露西尔_skin1.png,https://media.prts.wiki/2/2d/%E7%AB%8B%E7%BB%98_%E7%8E%9B%E9%9C%B2%E8%A5%BF%E5%B0%94_skin1.png,罗德岛,方舟干员,6,DD02,术师,扩散术师,莱欧斯小队,北方大陆（自称）
玫兰莎,Melantha,女性,1,立绘_玫兰莎_1.png,https://media.prts.wiki/0/09/%E7%AB%8B%E7%BB%98_%E7%8E%AB%E5%85%B0%E8%8E%8E_1.png,行动预备组A4,方舟干员,3,PA41,近卫,无畏者,行动预备组A4,维多利亚
玫兰莎,Melantha,女性,skin1,立绘_玫兰莎_skin1.png,https://media.prts.wiki/f/f9/%E7%AB%8B%E7%BB%98_%E7%8E%AB%E5%85%B0%E8%8E%8E_skin1.png,行动预备组A4,方舟干员,3,PA41,近卫,无畏者,行动预备组A4,维多利亚
玫拉,Melanite,女性,1,立绘_玫拉_1.png,https://media.prts.wiki/c/c3/%E7%AB%8B%E7%BB%98_%E7%8E%AB%E6%8B%89_1.png,哥伦比亚,方舟干员,5,CB22,狙击,重射手,哥伦比亚,哥伦比亚
玫拉,Melanite,女性,2,立绘_玫拉_2.png,https://media.prts.wiki/f/fc/%E7%AB%8B%E7%BB%98_%E7%8E%AB%E6%8B%89_2.png,哥伦比亚,方舟干员,5,CB22,狙击,重射手,哥伦比亚,哥伦比亚
玫拉,Melanite,女性,skin1,立绘_玫拉_skin1.png,https://media.prts.wiki/8/82/%E7%AB%8B%E7%BB%98_%E7%8E%AB%E6%8B%89_skin1.png,哥伦比亚,方舟干员,5,CB22,狙击,重射手,哥伦比亚,哥伦比亚
琳琅诗怀雅,Swire the Elegant Wit,女性,1,立绘_琳琅诗怀雅_1.png,https://media.prts.wiki/a/a1/%E7%AB%8B%E7%BB%98_%E7%90%B3%E7%90%85%E8%AF%97%E6%80%80%E9%9B%85_1.png,炎-龙门,方舟干员,6,LM22,特种,行商,炎-龙门,龙门
琳琅诗怀雅,Swire the Elegant Wit,女性,2,立绘_琳琅诗怀雅_2.png,https://media.prts.wiki/0/0f/%E7%AB%8B%E7%BB%98_%E7%90%B3%E7%90%85%E8%AF%97%E6%80%80%E9%9B%85_2.png,炎-龙门,方舟干员,6,LM22,特种,行商,炎-龙门,龙门
琳琅诗怀雅,Swire the Elegant Wit,女性,skin1,立绘_琳琅诗怀雅_skin1.png,https://media.prts.wiki/c/c3/%E7%AB%8B%E7%BB%98_%E7%90%B3%E7%90%85%E8%AF%97%E6%80%80%E9%9B%85_skin1.png,炎-龙门,方舟干员,6,LM22,特种,行商,炎-龙门,龙门
琴柳,Saileach,女性,1,立绘_琴柳_1.png,https://media.prts.wiki/3/3c/%E7%AB%8B%E7%BB%98_%E7%90%B4%E6%9F%B3_1.png,维多利亚,方舟干员,6,VC10,先锋,执旗手,维多利亚,维多利亚
琴柳,Saileach,女性,2,立绘_琴柳_2.png,https://media.prts.wiki/0/09/%E7%AB%8B%E7%BB%98_%E7%90%B4%E6%9F%B3_2.png,维多利亚,方舟干员,6,VC10,先锋,执旗手,维多利亚,维多利亚
琴柳,Saileach,女性,skin1,立绘_琴柳_skin1.png,https://media.prts.wiki/5/5d/%E7%AB%8B%E7%BB%98_%E7%90%B4%E6%9F%B3_skin1.png,维多利亚,方舟干员,6,VC10,先锋,执旗手,维多利亚,维多利亚
